CustomerID,total_transactions,Customer_behavior,lifespan_months,total_variety_products_purchased,total_products_purchased,Revenue,AOV,Country
15658,8,repeating customer,6,56,252,1089.3,136.16,United Kingdom
16600,6,repeating customer,11,62,1145,813.52,135.59,United Kingdom
12527,3,repeating customer,8,18,234,348.71,116.24,Germany
17139,15,repeating customer,9,486,5195,10733.67,715.58,United Kingdom
13192,2,repeating customer,4,63,595,911.94,455.97,United Kingdom
12552,2,repeating customer,1,20,88,437.82,218.91,Italy
15185,1,one time customer,0,21,666,310.62,310.62,United Kingdom
NULL,41,repeating customer,12,709,7488,22764.52,555.23,EIRE
14865,2,repeating customer,12,4,108,52.2,26.1,United Kingdom
13344,3,repeating customer,7,116,952,2511.69,837.23,United Kingdom
13663,1,one time customer,0,13,91,189.47,189.47,United Kingdom
12791,1,one time customer,0,2,97,192.6,192.6,Netherlands
12686,1,one time customer,0,7,107,89.14,89.14,France
15428,1,one time customer,0,6,102,93.78,93.78,United Kingdom
16766,2,repeating customer,0,34,536,1145.6,572.8,United Kingdom
12562,7,repeating customer,7,168,1779,3781.74,540.25,France
14828,3,repeating customer,4,17,2172,2139.76,713.25,United Kingdom
14056,29,repeating customer,10,1110,4293,8242.96,284.24,United Kingdom
16992,6,repeating customer,9,95,863,1626.76,271.13,United Kingdom
14480,1,one time customer,0,13,143,279.05,279.05,United Kingdom
17991,2,repeating customer,0,5,25,93.35,46.68,United Kingdom
16091,2,repeating customer,2,18,154,315.06,157.53,United Kingdom
15547,14,repeating customer,12,695,3999,4910.6,350.76,United Kingdom
14299,18,repeating customer,12,162,2285,5075.89,281.99,United Kingdom
12408,9,repeating customer,8,113,1419,2934.53,326.06,Belgium
13601,2,repeating customer,5,99,548,693.32,346.66,United Kingdom
18053,2,repeating customer,1,21,303,302.97,151.49,United Kingdom
15677,1,one time customer,0,33,319,657.23,657.23,United Kingdom
16344,1,one time customer,0,2,18,101.1,101.1,United Kingdom
15130,1,one time customer,0,22,197,330.11,330.11,United Kingdom
15541,1,one time customer,0,29,49,85.13,85.13,United Kingdom
17427,1,one time customer,0,2,34,100.8,100.8,United Kingdom
17164,8,repeating customer,8,145,1502,2468.3,308.54,United Kingdom
14156,66,repeating customer,11,1415,58628,121205.57,1836.45,EIRE
17676,7,repeating customer,12,78,923,1375.59,196.51,United Kingdom
16803,1,one time customer,0,24,245,332.3,332.3,United Kingdom
15251,15,repeating customer,7,121,6258,10642.87,709.52,United Kingdom
12450,2,repeating customer,1,8,128,197.88,98.94,Spain
16193,1,one time customer,0,19,219,314.45,314.45,United Kingdom
14038,4,repeating customer,4,93,967,1566.28,391.57,United Kingdom
18189,3,repeating customer,6,69,568,1096.14,365.38,United Kingdom
17761,1,one time customer,0,19,398,712.78,712.78,United Kingdom
13745,2,repeating customer,1,26,506,308.54,154.27,United Kingdom
13325,1,one time customer,0,12,240,675.3,675.3,United Kingdom
17405,5,repeating customer,5,94,747,1095.6,219.12,United Kingdom
16519,2,repeating customer,11,13,54,215.08,107.54,United Kingdom
12574,1,one time customer,0,11,61,218.45,218.45,France
15773,1,one time customer,0,10,311,635.68,635.68,United Kingdom
16233,5,repeating customer,9,25,183,651.23,130.25,United Kingdom
13027,6,repeating customer,8,26,17280,6912,1152,United Kingdom
13460,2,repeating customer,1,17,286,183.44,91.72,United Kingdom
13600,1,one time customer,0,19,324,219.52,219.52,United Kingdom
15421,4,repeating customer,8,53,500,950.36,237.59,United Kingdom
13656,2,repeating customer,5,49,490,379.65,189.83,United Kingdom
17097,9,repeating customer,12,213,461,970.92,107.88,Spain
17364,12,repeating customer,11,409,2713,4488.13,374.01,United Kingdom
14513,4,repeating customer,6,18,367,472.69,118.17,United Kingdom
13804,7,repeating customer,9,135,1462,2588.39,369.77,United Kingdom
13659,3,repeating customer,4,107,897,1585.35,528.45,United Kingdom
17506,2,repeating customer,0,16,142,310.11,155.06,United Kingdom
12444,5,repeating customer,5,177,1155,5005.46,1001.09,Norway
16235,6,repeating customer,9,48,332,876.21,146.03,United Kingdom
16407,10,repeating customer,10,168,1093,2079.68,207.97,United Kingdom
12836,4,repeating customer,8,174,1062,2610.36,652.59,United Kingdom
14657,5,repeating customer,10,127,467,858.17,171.63,United Kingdom
17084,2,repeating customer,0,149,1702,2747.99,1374,United Kingdom
15163,2,repeating customer,6,29,186,304.47,152.24,United Kingdom
13858,1,one time customer,0,11,75,216.17,216.17,United Kingdom
13372,1,one time customer,0,23,159,378.64,378.64,United Kingdom
15528,1,one time customer,0,26,123,229.33,229.33,United Kingdom
13230,15,repeating customer,12,588,1759,2799.19,186.61,United Kingdom
16163,3,repeating customer,4,7,292,1271.6,423.87,United Kingdom
17732,1,one time customer,0,18,93,303.97,303.97,United Kingdom
13067,1,one time customer,0,15,32,115.46,115.46,United Kingdom
13178,11,repeating customer,11,265,3570,5725.47,520.5,United Kingdom
17311,2,repeating customer,8,55,1005,1384.85,692.42,United Kingdom
14895,24,repeating customer,11,506,4879,11257.16,469.05,United Kingdom
13658,7,repeating customer,6,112,1029,2856.87,408.12,United Kingdom
13590,7,repeating customer,9,89,1850,1987.72,283.96,United Kingdom
17535,1,one time customer,0,13,136,164.4,164.4,United Kingdom
15597,2,repeating customer,0,23,282,333.42,166.71,United Kingdom
13741,4,repeating customer,4,35,219,670.53,167.63,United Kingdom
15353,2,repeating customer,3,61,341,770.12,385.06,United Kingdom
15099,1,one time customer,0,23,343,410.48,410.48,United Kingdom
12651,1,one time customer,0,9,78,114,114,France
17878,1,one time customer,0,26,401,379.45,379.45,United Kingdom
17329,2,repeating customer,10,33,142,523.11,261.56,United Kingdom
15692,1,one time customer,0,12,138,191.04,191.04,United Kingdom
18209,1,one time customer,0,8,58,139.1,139.1,United Kingdom
14196,1,one time customer,0,6,142,335.52,335.52,United Kingdom
12830,7,repeating customer,5,39,9849,6880.88,982.98,United Kingdom
17885,1,one time customer,0,53,110,156.34,156.34,United Kingdom
16205,4,repeating customer,5,97,516,757.63,189.41,United Kingdom
17744,7,repeating customer,12,137,3448,2353.72,336.25,United Kingdom
13994,6,repeating customer,5,148,932,2274.14,379.02,United Kingdom
14367,19,repeating customer,9,530,4454,9321.52,490.61,United Kingdom
16431,3,repeating customer,3,76,442,623.28,207.76,United Kingdom
14463,3,repeating customer,4,6,179,529.62,176.54,United Kingdom
14158,1,one time customer,0,41,781,507.66,507.66,United Kingdom
13711,2,repeating customer,0,13,140,252.06,126.03,United Kingdom
15025,1,one time customer,0,67,184,361.96,361.96,United Kingdom
12908,4,repeating customer,9,4,2400,1254,313.5,United Kingdom
15576,1,one time customer,0,43,394,921.37,921.37,United Kingdom
15870,1,one time customer,0,74,333,351.44,351.44,United Kingdom
12865,3,repeating customer,11,96,973,1588.39,529.46,Austria
13882,6,repeating customer,2,66,956,1250.98,208.5,United Kingdom
12390,1,one time customer,0,32,353,549.84,549.84,Belgium
14419,6,repeating customer,11,202,483,1051.79,175.3,United Kingdom
13647,5,repeating customer,7,79,888,1656.02,331.2,United Kingdom
17609,6,repeating customer,9,234,721,1114.08,185.68,United Kingdom
14649,4,repeating customer,7,186,1004,1402.59,350.65,United Kingdom
14754,2,repeating customer,8,41,486,638.05,319.02,United Kingdom
16552,2,repeating customer,4,17,219,379.73,189.87,United Kingdom
15823,2,repeating customer,1,17,285,870.76,435.38,United Kingdom
14239,13,repeating customer,9,116,1000,2438.2,187.55,United Kingdom
15226,1,one time customer,0,8,71,154.41,154.41,United Kingdom
16189,2,repeating customer,2,11,134,215.48,107.74,United Kingdom
15234,1,one time customer,0,14,196,197,197,United Kingdom
17154,1,one time customer,0,23,490,329.34,329.34,United Kingdom
17831,1,one time customer,0,2,12,35.4,35.4,United Kingdom
17360,3,repeating customer,5,125,328,568.24,189.41,United Kingdom
15289,4,repeating customer,7,59,1020,944.46,236.11,United Kingdom
14037,2,repeating customer,6,28,46,147.2,73.6,United Kingdom
16764,18,repeating customer,5,712,1265,2831.95,157.33,United Kingdom
17268,4,repeating customer,4,6,844,763.64,190.91,United Kingdom
14488,2,repeating customer,0,49,805,1081.13,540.56,United Kingdom
13518,1,one time customer,0,36,382,627.16,627.16,United Kingdom
14251,5,repeating customer,2,78,1674,2879.7,575.94,United Kingdom
13521,3,repeating customer,1,418,718,1071.73,357.24,United Kingdom
15192,3,repeating customer,8,51,918,1044.32,348.11,United Kingdom
17524,1,one time customer,0,6,90,145,145,United Kingdom
13491,10,repeating customer,10,86,903,1215.82,121.58,United Kingdom
14109,2,repeating customer,2,14,120,208.2,104.1,United Kingdom
12374,1,one time customer,0,33,342,742.93,742.93,Austria
14501,3,repeating customer,9,12,203,312.11,104.04,United Kingdom
17867,8,repeating customer,9,70,797,1732.22,216.53,United Kingdom
13617,3,repeating customer,4,44,300,544.18,181.39,United Kingdom
15643,6,repeating customer,3,36,250,680.6,113.43,United Kingdom
17763,1,one time customer,0,1,12,15,15,United Kingdom
13615,2,repeating customer,0,24,195,435.39,217.69,United Kingdom
13455,4,repeating customer,11,53,363,1109.33,277.33,United Kingdom
13107,5,repeating customer,9,60,1298,1539.17,307.83,United Kingdom
16302,2,repeating customer,0,12,182,253.62,126.81,United Kingdom
15806,3,repeating customer,7,31,602,784.58,261.53,United Kingdom
18241,18,repeating customer,6,105,1055,2088.09,116,United Kingdom
14420,2,repeating customer,0,30,335,389.17,194.59,United Kingdom
12756,1,one time customer,0,4,144,112.08,112.08,Japan
13422,2,repeating customer,0,128,1331,2651.05,1325.52,United Kingdom
14155,1,one time customer,0,6,25,118.75,118.75,United Kingdom
12831,1,one time customer,0,9,135,215.05,215.05,United Kingdom
14301,2,repeating customer,0,16,612,648.24,324.12,United Kingdom
13305,10,repeating customer,12,81,1232,2000.86,200.09,United Kingdom
14154,2,repeating customer,0,52,465,1345.62,672.81,United Kingdom
14764,2,repeating customer,0,7,205,306.05,153.03,United Kingdom
12611,1,one time customer,0,65,846,1193.32,1193.32,Italy
17869,5,repeating customer,8,40,111,428.18,85.64,United Kingdom
14931,6,repeating customer,8,42,418,1550.68,258.45,Channel Islands
15522,2,repeating customer,2,56,572,397.99,199,United Kingdom
12726,7,repeating customer,11,124,3143,2609.1,372.73,France
12451,6,repeating customer,10,355,6695,9137.52,1522.92,Switzerland
16813,10,repeating customer,7,426,1501,1652.18,165.22,United Kingdom
17245,1,one time customer,0,9,75,171.45,171.45,United Kingdom
15254,1,one time customer,0,18,275,300.36,300.36,United Kingdom
17664,2,repeating customer,6,43,604,604.64,302.32,United Kingdom
15754,4,repeating customer,6,29,201,461.47,115.37,United Kingdom
16653,3,repeating customer,2,76,743,1258.4,419.47,United Kingdom
12546,3,repeating customer,1,70,649,1181.5,393.83,Spain
12377,2,repeating customer,1,77,944,1628.12,814.06,Switzerland
18184,1,one time customer,0,1,60,49.8,49.8,United Kingdom
17836,1,one time customer,0,24,88,110.21,110.21,United Kingdom
16065,1,one time customer,0,73,228,367.14,367.14,United Kingdom
13203,4,repeating customer,7,57,800,869.46,217.36,United Kingdom
13611,4,repeating customer,9,74,758,1168,292,United Kingdom
12375,3,repeating customer,3,18,179,459.58,153.19,Finland
17133,7,repeating customer,8,27,2730,4892.24,698.89,United Kingdom
17391,2,repeating customer,0,3,480,508.8,254.4,United Kingdom
12414,3,repeating customer,3,18,300,562.41,187.47,Austria
13395,1,one time customer,0,21,336,307.72,307.72,United Kingdom
13249,3,repeating customer,6,23,546,711.41,237.14,United Kingdom
16942,10,repeating customer,7,279,809,1931.47,193.15,United Kingdom
16903,1,one time customer,0,56,247,363.2,363.2,United Kingdom
16247,1,one time customer,0,16,182,114.56,114.56,United Kingdom
17046,1,one time customer,0,22,510,642.02,642.02,United Kingdom
16520,4,repeating customer,6,157,559,1056.52,264.13,United Kingdom
15179,7,repeating customer,11,95,1969,2227.7,318.24,United Kingdom
18176,2,repeating customer,0,33,287,504.05,252.02,United Kingdom
18122,6,repeating customer,5,357,1225,1793.06,298.84,United Kingdom
13669,2,repeating customer,3,9,237,218.55,109.27,United Kingdom
15781,4,repeating customer,9,21,182,357.36,89.34,United Kingdom
15863,2,repeating customer,6,18,19,68.84,34.42,United Kingdom
15582,3,repeating customer,6,44,453,682.91,227.64,United Kingdom
15297,4,repeating customer,1,41,294,648.84,162.21,United Kingdom
13931,3,repeating customer,6,59,729,1244.13,414.71,United Kingdom
14798,3,repeating customer,8,12,150,173.74,57.91,United Kingdom
17065,1,one time customer,0,1,1,112.35,112.35,United Kingdom
15585,1,one time customer,0,31,320,455.3,455.3,United Kingdom
13513,1,one time customer,0,10,109,205.1,205.1,United Kingdom
15721,1,one time customer,0,84,388,471.4,471.4,United Kingdom
17131,5,repeating customer,3,134,983,2463.17,492.63,United Kingdom
15290,21,repeating customer,12,212,4571,8082.67,384.89,United Kingdom
16759,4,repeating customer,1,43,610,806.74,201.68,United Kingdom
17564,3,repeating customer,2,49,146,454.01,151.34,United Kingdom
15356,10,repeating customer,11,499,1643,2718.03,271.8,United Kingdom
16057,10,repeating customer,10,134,893,2386.02,238.6,United Kingdom
18165,1,one time customer,0,10,254,302.46,302.46,United Kingdom
15880,2,repeating customer,0,97,226,359.03,179.51,United Kingdom
13284,2,repeating customer,0,14,103,206.23,103.11,United Kingdom
17059,5,repeating customer,11,514,1850,3080.39,616.08,United Kingdom
13929,3,repeating customer,5,10,147,882.45,294.15,United Kingdom
13327,9,repeating customer,11,109,1612,3637.97,404.22,United Kingdom
17873,6,repeating customer,9,45,1083,1943.76,323.96,United Kingdom
14023,2,repeating customer,8,31,345,584.07,292.04,United Kingdom
15245,3,repeating customer,4,89,1784,2515.84,838.61,United Kingdom
17119,3,repeating customer,2,38,341,620.21,206.74,United Kingdom
15093,9,repeating customer,11,112,3787,4783.9,531.54,United Kingdom
15301,14,repeating customer,10,246,2758,5092.18,363.73,United Kingdom
13282,6,repeating customer,6,40,325,1216.44,202.74,United Kingdom
17858,12,repeating customer,12,197,2694,5140.66,428.39,United Kingdom
13079,5,repeating customer,5,6,62,220.1,44.02,United Kingdom
16418,3,repeating customer,6,95,280,631.12,210.37,United Kingdom
13493,2,repeating customer,1,8,380,618.63,309.31,Switzerland
15573,2,repeating customer,2,97,355,591.19,295.59,United Kingdom
18200,1,one time customer,0,30,104,150.35,150.35,United Kingdom
16369,3,repeating customer,6,117,1030,1545.41,515.14,United Kingdom
15801,4,repeating customer,2,69,578,1085.71,271.43,United Kingdom
12710,4,repeating customer,4,79,853,1167.47,291.87,Germany
16531,7,repeating customer,11,77,915,1244.59,177.8,United Kingdom
16611,2,repeating customer,2,11,48,137.99,69,United Kingdom
13816,4,repeating customer,1,33,278,588.3,147.07,Germany
16309,3,repeating customer,5,44,469,726.47,242.16,United Kingdom
18043,3,repeating customer,11,115,265,529.29,176.43,United Kingdom
12557,5,repeating customer,11,33,4384,11990.96,2398.19,Spain
15088,3,repeating customer,1,60,463,1179.87,393.29,United Kingdom
16147,1,one time customer,0,22,246,375,375,United Kingdom
16010,3,repeating customer,4,79,202,392.4,130.8,United Kingdom
16352,2,repeating customer,0,28,300,494.44,247.22,United Kingdom
17941,1,one time customer,0,2,252,304.56,304.56,United Kingdom
13008,2,repeating customer,1,15,235,280.47,140.23,United Kingdom
15869,2,repeating customer,0,15,175,149.64,74.82,United Kingdom
16714,4,repeating customer,4,88,591,1379.06,344.76,United Kingdom
14214,7,repeating customer,8,70,754,1008.53,144.08,United Kingdom
12619,13,repeating customer,8,95,3402,4067.67,312.9,Germany
16549,10,repeating customer,10,925,2294,4034.9,403.49,United Kingdom
14829,6,repeating customer,11,45,490,750.45,125.07,United Kingdom
15525,4,repeating customer,12,158,389,749.27,187.32,United Kingdom
13277,4,repeating customer,4,8,176,258.4,64.6,United Kingdom
NULL,5,repeating customer,6,201,1510,2080.17,416.03,Unspecified
14297,6,repeating customer,8,64,869,1326.6,221.1,United Kingdom
14946,1,one time customer,0,3,22,100.9,100.9,United Kingdom
14004,7,repeating customer,8,171,2668,4582.64,654.66,United Kingdom
12814,1,one time customer,0,2,49,125.92,125.92,Poland
17578,2,repeating customer,1,6,186,162.18,81.09,United Kingdom
12602,1,one time customer,0,12,162,153.12,153.12,France
18005,2,repeating customer,2,53,86,226.47,113.24,United Kingdom
16426,10,repeating customer,9,353,1215,1863.76,186.38,United Kingdom
15812,5,repeating customer,7,41,922,1801.14,360.23,United Kingdom
12627,7,repeating customer,4,230,2752,4478.53,639.79,Germany
16354,2,repeating customer,1,39,150,395.8,197.9,United Kingdom
16509,1,one time customer,0,13,64,363.7,363.7,United Kingdom
14452,2,repeating customer,2,60,116,259.05,129.53,United Kingdom
15763,3,repeating customer,2,63,274,1125.17,375.06,United Kingdom
15263,1,one time customer,0,12,89,156.51,156.51,United Kingdom
13198,8,repeating customer,11,229,2651,3418.39,427.3,United Kingdom
14418,3,repeating customer,4,124,1711,1937.25,645.75,United Kingdom
15456,3,repeating customer,3,58,633,434.59,144.86,United Kingdom
13598,2,repeating customer,0,36,53,172.79,86.4,United Kingdom
16471,1,one time customer,0,13,141,223.95,223.95,United Kingdom
17957,1,one time customer,0,31,287,111.68,111.68,United Kingdom
16919,11,repeating customer,7,326,1403,2592.25,235.66,United Kingdom
17191,7,repeating customer,11,236,1166,2093.68,299.1,United Kingdom
12673,2,repeating customer,11,42,351,610.52,305.26,Germany
16037,3,repeating customer,3,39,428,855.02,285.01,United Kingdom
14359,6,repeating customer,2,58,379,941.78,156.96,United Kingdom
17337,7,repeating customer,5,526,1276,2064.61,294.94,United Kingdom
16477,7,repeating customer,10,146,1415,2494.46,356.35,United Kingdom
13270,1,one time customer,0,1,200,590,590,United Kingdom
12809,2,repeating customer,0,26,221,494.26,247.13,Portugal
14692,5,repeating customer,6,69,275,601.05,120.21,United Kingdom
15355,2,repeating customer,1,14,45,277.05,138.53,United Kingdom
15482,16,repeating customer,11,126,7026,15366,960.38,United Kingdom
15381,2,repeating customer,2,8,171,596.85,298.43,United Kingdom
15877,3,repeating customer,1,128,493,542.83,180.94,United Kingdom
18216,1,one time customer,0,26,200,481.75,481.75,United Kingdom
12425,1,one time customer,0,36,496,777.2,777.2,Portugal
13318,3,repeating customer,1,20,304,640.76,213.59,United Kingdom
15109,2,repeating customer,0,31,135,506.15,253.08,United Kingdom
15090,1,one time customer,0,23,208,381.32,381.32,United Kingdom
12757,19,repeating customer,6,370,2412,11464.05,603.37,Portugal
16852,2,repeating customer,5,9,56,144.91,72.45,United Kingdom
13389,3,repeating customer,7,51,429,797.96,265.99,United Kingdom
15445,1,one time customer,0,5,58,113.5,113.5,United Kingdom
15598,3,repeating customer,1,16,164,245.68,81.89,United Kingdom
14432,6,repeating customer,2,377,2013,2248.5,374.75,United Kingdom
17594,2,repeating customer,6,50,550,993.18,496.59,United Kingdom
16914,1,one time customer,0,30,112,183.76,183.76,United Kingdom
14224,4,repeating customer,7,113,483,1009.73,252.43,United Kingdom
14894,1,one time customer,0,23,265,655.75,655.75,United Kingdom
13952,3,repeating customer,1,138,1437,3256.05,1085.35,United Kingdom
17321,2,repeating customer,2,99,364,657.16,328.58,United Kingdom
16623,1,one time customer,0,5,39,129.45,129.45,United Kingdom
14149,3,repeating customer,0,40,307,633.81,211.27,United Kingdom
15095,5,repeating customer,3,49,1081,1376.5,275.3,United Kingdom
15247,1,one time customer,0,6,160,356,356,United Kingdom
16654,5,repeating customer,7,31,284,607.57,121.51,United Kingdom
14889,1,one time customer,0,10,90,135.9,135.9,United Kingdom
16889,3,repeating customer,4,135,925,1578.67,526.22,United Kingdom
14733,15,repeating customer,11,216,3803,9720.28,648.02,United Kingdom
15950,5,repeating customer,12,102,726,1804.96,360.99,United Kingdom
12647,13,repeating customer,11,128,1444,3775.72,290.44,Germany
15058,11,repeating customer,10,266,1054,2102.54,191.14,United Kingdom
12415,26,repeating customer,10,778,78098,126103.61,4850.14,Australia
17764,2,repeating customer,5,71,351,772.55,386.28,United Kingdom
16297,4,repeating customer,2,23,232,328.4,82.1,United Kingdom
16062,4,repeating customer,11,64,800,1153.62,288.4,United Kingdom
16079,3,repeating customer,1,21,864,1352,450.67,United Kingdom
14305,5,repeating customer,2,110,1109,1914.16,382.83,United Kingdom
13244,1,one time customer,0,27,38,121.74,121.74,United Kingdom
16628,6,repeating customer,7,119,1208,2193.06,365.51,United Kingdom
14102,8,repeating customer,2,63,792,1151.43,143.93,United Kingdom
14059,1,one time customer,0,8,128,183.6,183.6,United Kingdom
17712,1,one time customer,0,29,215,522.91,522.91,United Kingdom
14854,8,repeating customer,6,130,1830,2749.97,343.75,United Kingdom
13082,10,repeating customer,7,75,4335,3631.78,363.18,United Kingdom
15407,4,repeating customer,9,148,552,1046.74,261.68,United Kingdom
17172,2,repeating customer,0,16,481,322.26,161.13,United Kingdom
14431,2,repeating customer,0,21,136,517.46,258.73,United Kingdom
13092,6,repeating customer,9,26,287,495.83,82.64,United Kingdom
14543,21,repeating customer,12,105,750,4283.29,203.97,United Kingdom
15977,2,repeating customer,1,65,1016,1054.73,527.37,United Kingdom
14416,2,repeating customer,1,14,326,490.22,245.11,United Kingdom
12732,1,one time customer,0,12,111,236.26,236.26,France
16892,7,repeating customer,11,99,240,546.89,78.13,United Kingdom
16305,1,one time customer,0,22,256,361.22,361.22,United Kingdom
12530,5,repeating customer,9,68,926,1700.93,340.19,Germany
14714,1,one time customer,0,10,229,160.19,160.19,United Kingdom
15266,1,one time customer,0,6,18,119.3,119.3,United Kingdom
13471,4,repeating customer,2,254,1583,2501.84,625.46,United Kingdom
14666,1,one time customer,0,14,161,195.25,195.25,United Kingdom
14040,15,repeating customer,9,235,1574,3633.05,242.2,United Kingdom
17035,3,repeating customer,2,32,257,478.73,159.58,United Kingdom
13359,2,repeating customer,0,24,163,447.86,223.93,United Kingdom
18177,7,repeating customer,8,74,714,1368.12,195.45,United Kingdom
16140,4,repeating customer,10,37,733,746.59,186.65,United Kingdom
17752,1,one time customer,0,1,192,80.64,80.64,United Kingdom
16734,3,repeating customer,2,52,345,646.76,215.59,United Kingdom
14616,3,repeating customer,3,3,104,406.08,135.36,United Kingdom
13080,1,one time customer,0,6,120,58.08,58.08,United Kingdom
17374,2,repeating customer,2,28,85,495.77,247.89,United Kingdom
12432,5,repeating customer,4,108,1801,5059.32,1011.86,Norway
15652,1,one time customer,0,21,208,337.74,337.74,United Kingdom
15533,5,repeating customer,2,86,322,868.22,173.64,United Kingdom
14606,128,repeating customer,12,2759,6433,12518.95,97.8,United Kingdom
17176,1,one time customer,0,15,170,306.13,306.13,United Kingdom
14012,1,one time customer,0,11,160,328.8,328.8,United Kingdom
13200,4,repeating customer,3,46,516,870.09,217.52,United Kingdom
16610,1,one time customer,0,6,66,75.66,75.66,United Kingdom
18129,1,one time customer,0,14,48,112.55,112.55,United Kingdom
15664,2,repeating customer,10,19,173,414.23,207.11,United Kingdom
16096,1,one time customer,0,12,155,320.62,320.62,United Kingdom
17692,5,repeating customer,8,47,678,748.44,149.69,United Kingdom
12942,3,repeating customer,7,70,198,675.6,225.2,United Kingdom
18130,4,repeating customer,2,71,831,1073.04,268.26,United Kingdom
16755,5,repeating customer,7,171,1064,1487.63,297.53,United Kingdom
13376,3,repeating customer,5,53,493,1019.76,339.92,United Kingdom
17389,43,repeating customer,11,224,7794,32367.28,752.73,United Kingdom
15113,4,repeating customer,1,98,2368,3679.35,919.84,United Kingdom
14896,2,repeating customer,5,43,279,468.77,234.39,United Kingdom
17229,2,repeating customer,2,47,185,318.76,159.38,United Kingdom
12995,2,repeating customer,0,5,118,221.92,110.96,United Kingdom
15304,10,repeating customer,10,26,108,708.5,70.85,United Kingdom
14987,2,repeating customer,11,4,128,326.4,163.2,United Kingdom
13329,4,repeating customer,11,19,499,837.6,209.4,United Kingdom
14291,12,repeating customer,9,238,2750,3893.2,324.43,United Kingdom
17604,2,repeating customer,4,63,169,309.36,154.68,United Kingdom
14130,1,one time customer,0,66,257,480.91,480.91,United Kingdom
13065,1,one time customer,0,14,74,205.86,205.86,United Kingdom
18164,2,repeating customer,0,25,185,404.6,202.3,United Kingdom
13170,1,one time customer,0,30,141,108.81,108.81,United Kingdom
16721,1,one time customer,0,37,172,292.47,292.47,United Kingdom
16393,20,repeating customer,12,355,1620,3146.12,157.31,United Kingdom
13110,8,repeating customer,9,146,392,1524.47,190.56,United Kingdom
14866,13,repeating customer,11,103,6935,14582.35,1121.72,United Kingdom
15512,2,repeating customer,7,7,68,121,60.5,United Kingdom
15147,2,repeating customer,1,29,369,638.35,319.18,United Kingdom
17648,5,repeating customer,6,92,488,1805.45,361.09,United Kingdom
12465,3,repeating customer,6,51,483,750.49,250.16,Belgium
14406,1,one time customer,0,8,77,156.75,156.75,United Kingdom
15184,2,repeating customer,5,62,199,402.2,201.1,United Kingdom
14778,2,repeating customer,6,35,306,730.86,365.43,United Kingdom
17205,1,one time customer,0,13,884,384.08,384.08,United Kingdom
12458,2,repeating customer,7,38,506,947.4,473.7,Switzerland
14198,7,repeating customer,8,44,300,739.3,105.61,United Kingdom
14988,1,one time customer,0,40,141,334.54,334.54,United Kingdom
14199,1,one time customer,0,2,28,185.4,185.4,United Kingdom
16206,4,repeating customer,9,63,272,537.06,134.27,United Kingdom
18106,1,one time customer,0,37,126,421.9,421.9,United Kingdom
12953,1,one time customer,0,17,84,329.85,329.85,United Kingdom
16326,15,repeating customer,11,301,702,3064.22,204.28,United Kingdom
14341,9,repeating customer,9,129,1399,2182.88,242.54,United Kingdom
17320,3,repeating customer,8,73,634,1200.62,400.21,United Kingdom
15865,3,repeating customer,5,40,368,895.13,298.38,United Kingdom
17566,2,repeating customer,1,142,497,869.77,434.88,United Kingdom
15432,1,one time customer,0,10,65,171.19,171.19,United Kingdom
18041,22,repeating customer,11,460,3767,4119.62,187.26,United Kingdom
17301,1,one time customer,0,59,137,163.24,163.24,United Kingdom
16127,1,one time customer,0,40,323,656.25,656.25,United Kingdom
17530,10,repeating customer,12,390,1514,2367.12,236.71,United Kingdom
16376,3,repeating customer,1,125,696,984.45,328.15,United Kingdom
13050,28,repeating customer,11,422,3789,5989.11,213.9,United Kingdom
16184,7,repeating customer,5,46,562,1162.04,166.01,United Kingdom
15363,2,repeating customer,4,17,145,333.95,166.97,United Kingdom
15125,23,repeating customer,8,140,6395,11939.91,519.13,United Kingdom
16525,29,repeating customer,12,200,8301,14159.33,488.25,United Kingdom
14658,2,repeating customer,4,29,47,247.15,123.58,United Kingdom
18035,3,repeating customer,1,49,584,713.89,237.96,United Kingdom
13829,1,one time customer,0,1,12,102,102,United Kingdom
13728,6,repeating customer,9,63,458,1016.14,169.36,United Kingdom
14331,2,repeating customer,1,28,252,462.66,231.33,United Kingdom
15466,1,one time customer,0,57,246,334.53,334.53,United Kingdom
12790,1,one time customer,0,21,166,324.92,324.92,Netherlands
12558,2,repeating customer,0,22,392,539.92,269.96,USA
15360,1,one time customer,0,13,223,427.93,427.93,United Kingdom
16885,3,repeating customer,11,96,178,450.41,150.14,United Kingdom
15723,1,one time customer,0,38,73,190.7,190.7,United Kingdom
15053,3,repeating customer,9,69,984,693.95,231.32,United Kingdom
14257,6,repeating customer,9,107,1687,3112.17,518.69,United Kingdom
12616,5,repeating customer,7,36,295,769.35,153.87,France
13781,1,one time customer,0,17,30,127.84,127.84,United Kingdom
13148,17,repeating customer,11,340,2112,4041.9,237.76,United Kingdom
13708,1,one time customer,0,49,301,285.33,285.33,United Kingdom
15920,4,repeating customer,0,60,99,167.5,41.88,United Kingdom
12398,1,one time customer,0,85,1394,1635.66,1635.66,Switzerland
14105,2,repeating customer,5,76,802,1272.13,636.07,United Kingdom
16015,4,repeating customer,2,183,910,719.4,179.85,United Kingdom
15974,8,repeating customer,8,177,2268,3454.75,431.84,United Kingdom
12729,1,one time customer,0,26,233,453.01,453.01,France
