StockCode,Description,total_products_sold,total_transactions,Revenue,total_customers_bought,Number_Countries_sold
21288,Stripey chocolate nesting boxes,379,111,1122.61,33,4
84872a,Teatime funky flower backpack for 2,69,55,732.23,3,1
21112,Swiss roll towel pink  spots,706,39,1913.69,21,2
22217,T-light holder hanging lace,879,83,881.26,63,2
79066k,Retro mod tray,812,159,727.31,70,5
90210D,Check,28,1,0,0,1
20849,NULL,1,1,0,0,1
23412,?,30,1,0,0,1
10080,Groovy cactus inflatable,303,22,119.09,19,1
37491A,Yellow/pink ceramic candle holder,6,4,19.81,0,1
21129,Silver fishing gnome,54,28,433.42,14,1
23331,Decorative wicker heart small,1596,109,1062.28,67,2
22578,Wooden star christmas scandinavian,10593,515,3989.03,334,10
20914,Set/5 red retrospot lid glass bowls,6180,913,17924.2,360,13
22599,Christmas musical zinc star,1977,124,988.16,58,2
81950V,NULL,1,1,0,0,1
23555,Landmark frame notting hill,421,50,4780.57,45,2
84596G,Small chocolates pink bowl,1858,246,956.46,84,6
21817,NULL,80,1,0,0,1
84688,NULL,27,1,0,0,1
21700,Sold as set on dotcom and amazon,1206,1,0,0,1
22021,NULL,20,1,0,0,1
23394,Poste france cushion cover,435,150,1877.65,90,5
35909B,Pink flowers rabbit easter,8,2,23.6,2,1
84802B,Purple anemone artificial flower,4,1,6.76,1,1
23337,Egg frying pan mint,180,69,388.75,49,3
23560,Set of 6 ribbons country style,172,26,499.18,20,4
22190,Local cafe mug,676,116,1057.71,38,4
85177,Basket of flowers sewing kit,813,64,645.06,40,3
22286,Decoration wobbly rabbit metal,830,67,504.46,35,2
22528,Gardeners kneeling pad,1,1,3.36,0,1
35598A,Dusty pink christmas tree 60cm,9,2,26.55,2,1
22970,London bus coffee mug,4350,320,10174.2,180,7
22309,Tea cosy red  stripe,369,121,1091.05,48,5
90214W,"Letter ""w"" bling key ring",16,5,6.82,1,1
47585A,Pink fairy cake cushion cover,264,83,1129.44,23,6
84796B,NULL,19,2,0,0,1
37448,Ceramic cake design spotted mug,1496,199,2273.68,78,11
22121,Had been put aside,32,1,0,0,1
21843,Red retrospot cake stand,2334,581,23834.8,262,16
22311,Office mug warmer black+silver,1139,144,3424.41,62,9
22633,Hand warmer union jack,4877,486,10078.32,301,4
85107,Check?,374,1,0,0,1
23268,NULL,8,3,0,0,1
84637,Kitchen flower pots wall plaque,116,83,619.59,11,5
85049b,Lush greens ribbons,56,15,72.42,13,1
21942,Skulls design flannel,299,104,323.21,14,1
84988,Set of 72 pink heart paper doilies,4324,512,6690.1,209,17
22346,Party pizza dish green polkadot,1034,59,381.09,23,6
23306,Set of 36 doilies pantry design,2748,246,3993.75,172,13
22776,Sweetheart cakestand 3 tier,1027,406,10330.35,256,12
22597,Christmas musical zinc heart,58,10,67.9,5,1
23357,Hot water bottle sex bomb,450,102,1982.05,79,7
90040A,Murano style glass bracelet red,14,5,54.29,2,1
90039B,Fire polished glass bracelet montan,11,6,41.31,1,1
37509,NULL,3,2,0,0,1
47021G,Set/6 bead coasters gauze bag gold,582,27,309.3,12,3
21744,Check,21,1,0,0,1
23553,Landmark frame camden town,568,68,6444.65,50,1
72225C,Lavender scent cake candle,624,17,165.6,12,4
16162M,NULL,84,1,0,0,1
35004C,NULL,210,2,0,0,1
21672,White spot red ceramic drawer knob,5051,416,6853.55,159,11
35972,Daisy folkart heart decoration,96,16,120,14,1
22196,Small heart measuring spoons,2876,476,2778.29,147,12
85230F,Jasmine votive candle,338,12,90.34,11,1
23372,Set 36 colour pencils dolly girl,1405,148,1770.29,76,10
21191,Large white honeycomb paper bell,562,95,1451.82,38,2
20669,Red heart luggage tag,304,96,447.34,36,2
84859C,Wet?,153,1,0,0,1
82494l,Wooden frame antique white,7352,987,22722.04,392,8
22565,Feltcraft hairbands pink and white,933,148,872.67,85,5
22532,Magic drawing slate leap frog,1072,73,366.75,54,7
71403,"Pink/white ""keep clean"" bullet bin",76,33,283.96,12,3
90064B,Black vintage  crystal earrings,13,8,48.75,6,1
23477,Woodland large blue felt heart,92,13,123.47,8,4
84745B,Blue hanging gingham easter hen,32,5,13.44,5,1
90036F,"Flower glass garld neckl36""turquois",8,5,64.08,1,1
22821,Gift bag psychedelic apples,1183,140,730.47,52,5
21169,You're confusing me metal sign,4431,455,7330.99,192,8
21811,Hanging heart with bell,4667,220,2393.52,106,5
21018,Damaged,63,1,0,0,1
23426,Metal sign drop your pants,1281,207,3461.77,126,7
90214Y,"Letter ""y"" bling key ring",66,8,22.84,3,1
23427,Stool home sweet home,239,116,2883.48,87,5
85034A,Damaged,81,1,0,0,1
22924,Sold as set on dotcom,30,1,0,0,1
21410,Country cottage  doorstop green,1,1,8.47,0,1
22838,3 tier cake tin red and cream,817,182,11436.71,119,13
35809B,Enamel blue rim tea container,8,3,9.18,3,1
21619,Check,94,1,0,0,1
22467,NULL,8,1,0,0,1
21650,Assorted tutti frutti bracelet,2574,133,697.41,48,5
22791,NULL,70,1,0,0,1
23536,Wall art village show,244,68,1393.51,54,3
37464,NULL,16,2,0,0,1
37489C,Green/blue flower design big mug,23,8,13.65,8,1
90000D,Copper/olive green flower necklace,21,14,129.85,4,1
84873A,Funky flower picnic bag for 4,2,2,33.9,2,1
22181,Check,92,1,0,0,1
23066,Small jewellery stand,16,6,132,6,1
22780,Light garland butterfiles pink,1371,140,5150.59,82,8
90011D,Purple crystal drop earrings,3,3,8.76,0,1
22198,Large popcorn holder,1068,101,1940.26,44,4
84247E,Pack of 12 christmas fun cards,129,39,351.64,13,1
21891,NULL,21,1,0,0,1
23236,Storage tin vintage doiley,7,2,23.13,1,1
84678,NULL,33,1,0,0,1
16045,Check,900,1,0,0,1
85035A,Check,59,1,0,0,1
23029,Damages,20,1,0,0,1
20774,NULL,27,3,0,0,1
22518,NULL,30,1,0,0,1
21621,Rcvd be air temp fix for dotcom sit,100,1,0,0,1
85040B,NULL,1,1,0,0,1
23444,Next day carriage,80,80,1215,63,1
23173,Regency teapot roses,2818,429,25315.53,248,17
84520B,Pack 20 english rose paper napkins,554,80,508.37,51,4
18098c,Porcelain butterfly oil burner,273,63,921.87,24,2
21620,Set of 4 rose botanical candles,881,165,1429.49,97,5
85150,NULL,118,1,0,0,1
90184C,Black chunky bead bracelet w strap,22,18,199.67,7,2
23348,Childrens toy cooking utensil set,769,176,1681.07,95,8
22335,Heart decoration painted zinc,2380,225,1668.89,88,6
22980,Pantry scrubbing brush,2444,297,4034.06,198,11
23168,Classic sugar dispenser,216,12,247.32,12,1
22540,Mini jigsaw circus parade,2520,92,961.28,51,13
85159A,"Black tea,coffee,sugar jars",493,53,865.75,38,4
47480,Hanging photo clip rope ladder,746,86,1274.17,29,3
20886,Box of 9 pebble candles,491,104,997.93,56,3
21721,Candy shop  sticker sheet,195,33,179.46,19,3
22229,Bunny wooden painted with flower,570,102,434.16,54,3
44234,Assorted circular mobile,695,34,155.19,17,1
21736,NULL,5,1,0,0,1
35607A,NULL,1,1,0,0,1
17001,Heavens scent fragrance oils asstd,72,1,20.88,1,1
23128,Feltcraft boy jean-paul kit,373,129,1919.41,103,10
21787,Rain poncho retrospot,9403,246,7581.1,115,10
85032C,Curious images gift wrap set,695,141,726.34,72,5
22416,Set of 36 doilies spaceboy design,817,68,1135.4,47,9
22381,Toy tidy pink polkadot,3466,476,7490.19,134,10
84466,Top secret pen set,46,10,57.5,8,1
21692,Silver lattice vanilla candle pot,17,7,63.75,7,1
21307,Set/4 butterfly mirror magnets,79,13,39.2,11,1
23627,Set 10 cards xmas graphic  17218,7,2,17.43,0,1
84509a,Set of 4 english rose placemats,1009,301,4226.87,103,10
79164,NULL,132,4,0,0,1
23031,Doorknob cracked glaze pink,12,2,19.8,2,2
21711,Folding umbrella white/red polkadot,104,36,513.02,22,2
22502,NULL,79,4,0,0,1
84375,Set of 20 kids cookie cutters,4325,520,9410.45,290,16
23069,Edwardian photo frame,88,32,556.21,27,3
84576,Damaged,3,1,0,0,1
84877D,Found,1,1,0,0,1
10133,Damaged,82,1,0,0,1
85132A,Damaged,97,1,0,0,1
21668,Red stripe ceramic drawer knob,5578,447,7583.83,170,12
22249,Decoration white chick magic garden,932,146,816.26,73,2
22792,Damages,73,1,0,0,1
85030,NULL,9,1,0,0,1
22822,Cream wall planter heart shaped,435,160,2594.65,121,4
22594,Christmas gingham tree,2007,197,1906.62,93,9
22097,Swallow square tissue box,1606,146,736.29,103,5
23446,Blue bunny easter egg basket,157,3,230.25,3,2
22788,Brocante coat rack,226,64,2082.76,35,5
22115,Metal sign empire tea,1549,228,2020.91,152,3
84926D,La palmiera tile coaster,709,34,276.53,25,4
85227,Set of 6 3d kit cards for kids,1477,223,1359.4,115,9
90063B,Black vint art dec crystal necklace,9,6,76.32,5,1
35968,Check,9,1,0,0,1
84946,Antique silver t-light glass,14980,712,19730.83,349,5
22707,Wrap monster fun,1257,49,527.94,41,6
21974,Set of 36 paisley flower doilies,2280,366,3634.05,177,13
35597A,Dusty pink christmas tree 30cm,1,1,1.25,1,1
23106,Zinc hearts plant pot holder,295,53,827.15,48,1
16169P,Wrap green russian folkart,50,2,21,2,1
22981,Pantry apple corer,477,107,712.83,58,7
21332,Moroccan beaten metal mirror,19,13,268.1,8,2
23332,Ivory wicker heart large,2061,288,3546.01,207,5
22081,Ribbon reel flora + fauna,654,139,1193,74,5
84819,Danish rose round sewing box,815,64,968.79,57,9
23463,Vintage zinc watering can,13,8,139.4,7,2
22871,Number tile cottage garden 3,67,25,163.35,10,2
90123D,White heart of glass bracelet,6,5,35.31,2,1
84898F,Yellow flowers felt handbag kit,46,19,98.63,15,3
72586,Set of 6 halloween ghost t-lights,727,84,332.95,36,5
21667,Glass cake cover and plate,4,2,59.8,1,1
21279,Vintage kitchen print fruits,88,30,273.8,12,4
84906,Pink butterfly cushion cover,24,6,46.8,3,2
90120B,Blue murano twist bracelet,39,15,164.12,5,2
22899,Children's apron dolly girl,2075,317,4336.93,191,15
22016,Dotcomgiftshop gift voucher �100.00,1,1,83.33,0,1
47556B,NULL,69,1,0,0,1
37327,Asstd multicolour circles mug,1583,83,841.64,36,1
85130D,Beaded crystal heart pink large,565,62,569.29,41,1
20826,Silver aperitif glass,276,8,128.4,7,1
21943,Cakes and rabbits design flannel,119,50,134.49,7,2
84816,Danish rose bedside cabinet,19,15,759.05,10,2
23139,Single wire hook pink heart,426,28,546.1,20,2
20820,Silver looking mirror,5,2,24.75,2,1
85039B,S/4 ivory mini rose candle in bowl,806,172,1174.63,38,1
23150,Ivory sweetheart soap dish,149,50,393.24,33,5
84922,Pink butterfly washbag,9,6,42.29,5,1
84970l,Single heart zinc t-light holder,6277,508,6841.9,234,11
22200,Frying pan pink polkadot,402,141,1824.48,51,8
23695,Doily thank you card,741,57,313.24,41,4
21935,Suki  shoulder bag,3394,531,6300.26,121,12
90169,Daisy hair comb,25,12,63.14,1,2
22876,Number tile cottage garden 8,61,20,138.81,11,2
22968,Rose cottage keepsake box,814,199,8040.83,118,12
22751,Feltcraft princess olivia doll,1565,291,5808.97,184,14
22663,Jumbo bag dolly girl design,3430,452,7072.65,171,10
22588,Card holder gingham heart,879,178,2553.19,111,8
22772,Pink drawer knob acrylic edwardian,3796,256,5120.45,85,7
35965,Dotcom,26,1,0,0,1
84706D,NULL,5,1,0,0,1
17107D,Flower fairy 5 summer draw liners,6,1,15.3,1,1
84563A,Damaged,4,1,0,0,1
21447,NULL,118,2,0,0,1
21192,Wrongly marked,48,1,0,0,1
23202,Mailout,100,1,0,0,1
35965,Found,6,1,0,0,1
23358,Hot stuff hot water bottle,632,91,2134.32,61,8
90059C,Diamante hair grip pack/2 montana,21,11,34.69,3,2
23472,Nine drawer office tidy,58,33,894.42,29,6
22913,Red coat rack paris fashion,356,114,1692.95,78,11
23406,Home sweet home key holder,459,113,2441.41,65,3
22990,Cotton apron pantry design,759,175,3471.13,117,10
85180A,Red hearts light chain,509,64,1070.56,32,3
23598,Paper bunting vintage party,427,47,1215.53,40,5
20771,Chrysanthemum  journal,102,40,267.13,21,3
23104,Ivory cafe hanging lamp,116,45,1380.42,37,4
47016,Light decoration battery operated,2,1,4.2,1,1
23090,Vintage glass t-light holder,2246,150,1877.5,96,6
84658,White stitched cushion cover,57,22,412.23,14,2
22224,White lovebird lantern,838,166,2775.86,89,4
21897,Potting shed candle citronella,405,3,1268.19,1,1
22852,Dog bowl vintage cream,395,127,1779.13,83,9
72807A,Wet pallet,504,1,0,0,1
85136C,Damages,36,1,0,0,1
22729,NULL,7,1,0,0,1
21080,Set/20 red retrospot paper napkins,13221,988,11327.01,427,17
21784,NULL,20,5,0,0,1
23542,Wall art 70's alphabet,362,77,2805.76,45,6
85179B,NULL,1,1,0,0,1
23071,Damages,65,1,0,0,1
16259,Piece of camo stationery set,3488,32,335.2,28,3
21641,Assorted tutti frutti keyring ball,1153,49,451.59,19,1
22844,Vintage cream dog food container,1031,424,9889.12,176,13
79342B,"Unsaleable, destroyed.",1128,1,0,0,1
84870C,Green geisha girl,46,28,146.05,10,3
23040,Paper lantern 9 point snow star,253,41,1394.03,33,6
23064,Crushed,8,1,0,0,1
22526,Wheelbarrow for children,133,85,1796.76,57,4
85019B,Blossom  images notebook set,512,36,682.97,21,7
22271,Check,43,1,0,0,1
21469,Polka dot raffia food cover,292,91,1092.82,57,4
22804,Pink hanging heart t-light holder,1044,79,2083.96,50,5
23528,Spaceboy wall art,306,13,885.9,12,2
84509F,NULL,1,1,0,0,1
90123B,Turquoise heart of glass bracelet,9,5,53.42,4,1
22626,Black kitchen scales,532,207,4478.36,134,16
85172,?sold as sets?,600,1,0,0,1
22166,Wall mirror rectangle diamante pink,210,89,1638.25,13,1
81952V,Round purple clock with sucker,365,24,69.35,22,2
20679,Edwardian parasol red,1719,329,10074.97,142,13
90164B,NULL,14,1,0,0,1
35819B,NULL,77,2,0,0,1
62096A,Pink/yellow flowers handbag,106,8,132.5,7,1
79063D,NULL,2560,1,0,0,1
90180A,Black+white necklace w tassel,17,9,127.24,5,1
35653,NULL,33,2,0,0,1
DCGS0069,Ebay,5,1,0,0,1
21657,Milk bottle with glass stopper,30,17,223.46,11,2
22501,Picnic basket wicker large,1705,464,20175.46,187,8
23117,Damaged,1440,1,0,0,1
46126A,Elvis wallhanging / curtain,52,8,69.84,5,1
21925,Union stripe cushion cover,409,69,511.25,38,2
22300,Coffee mug dog + ball design,1542,202,3442.36,100,7
23342,Mint diner clock,2,1,17,1,1
22030,??,635,1,0,0,1
20932,Pink pot plant candle,214,37,658.29,22,2
21730,Glass star frosted t-light holder,531,139,2583.03,80,4
22474,Spaceboy tv dinner tray,337,135,1772.27,71,12
47589,Congratulations bunting,13,3,70.85,3,1
75049L,Large circular mirror mobile,7330,225,7017.18,71,1
22418,10 colour spaceboy pen,6736,326,5731.65,179,13
22472,Tv dinner tray dolly girl,323,110,1536.91,58,11
22087,Amazon,6,1,0,0,1
84969,Check,50,1,0,0,1
23343,20713 wrongly marked,200,1,0,0,1
23452,Heart mini portrait frame,519,88,1023.71,69,4
21609,NULL,84,2,0,0,1
16016,Large chinese style scissor,1273,65,1053.45,41,6
21755,Love building block word,2015,631,12459.66,337,12
22377,Bottle bag retrospot,1339,209,2189.98,83,10
48185,Doormat fairy cake,4289,368,28427.81,143,13
23268,Set of 2 ceramic christmas reindeer,1651,91,2035.54,68,11
21628,Triangular pouffe vintage,65,34,1191.55,14,5
20827,Gold aperitif glass,88,2,34.32,1,1
22202,Milk pan pink polkadot,67,39,323.1,16,4
20664,Tropical holiday purse,32,18,81.66,3,1
22811,Set of 6 t-lights cacti,882,109,2422.24,38,3
23134,Large zinc heart wall organiser,1065,38,6431.11,29,2
23371,Set 36 colour pencils spaceboy,1705,185,2304.78,98,11
22192,Blue diner wall clock,975,372,8357.59,180,14
gift_0001_30,Dotcomgiftshop gift voucher �30.00,7,7,175.53,0,1
21948,Set of 6 cake chopsticks,640,153,978.23,37,6
84247K,"Folk art greeting card,pack/12",33,10,97.35,7,1
84854,Girly pink tool set,5,1,24.75,1,1
21201,???,390,1,0,0,1
47589,NULL,3,2,0,0,1
22272,Damaged,15,1,0,0,1
21210,NULL,177,1,0,0,1
22733,3d traditional christmas stickers,1583,197,2095.08,119,8
22482,NULL,66,1,0,0,1
35824B,NULL,8,1,0,0,1
21051,NULL,27,2,0,0,1
22825,Decorative plant pot with frieze,75,29,597.87,23,1
22693,Grow a flytrap or sunflower in tin,16316,307,18017.45,167,11
23000,Travel card wallet transport,3208,282,1384.66,126,9
21690,NULL,38,2,0,0,1
84877A,Pink round compact mirror,40,4,58.16,1,2
84877D,Blue round compact mirror,96,18,150.93,11,2
37467,NULL,328,3,0,0,1
46000M,Dotcom sales,100,1,0,0,1
16244B,Maxwell 2 tone blue 60 page photo a,7,2,7.85,2,1
90027C,Glass bead hoop earrings green,5,5,14.5,0,1
22365,Doormat respectable house,794,183,5769.93,83,11
22180,NULL,16,2,0,0,1
22272,Feltcraft doll maria,197,49,567.87,44,7
90211B,Jet black las vegas necklace 45cm,11,7,65.16,2,1
72798C,NULL,2,1,0,0,1
20819,Silver teddy bear,64,27,244.72,14,5
46775D,Sunset colour chunky knitted throw,60,39,720.93,12,3
22625,NULL,9,1,0,0,1
85118,NULL,41,2,0,0,1
84792,Enchanted bird coathanger 5 hook,862,245,4089.01,126,7
23473,Woodland small red felt heart,678,51,552.02,41,8
23035,Drawer knob ceramic ivory,2164,192,3160.84,110,8
23467,Vintage zinc planter,32,11,120.08,5,2
23194,Gymkhanna treasure book box,120,14,261.84,14,3
84402B,NULL,1,1,0,0,1
37488A,Damaged,1,1,0,0,1
37342,Polkadot coffee cup & saucer pink,1626,112,1534.69,50,5
21858,NULL,12,1,0,0,1
22212,Four hook  white lovebirds,1633,407,3751.34,146,8
90183B,Amethyst drop earrings w long beads,21,17,61.08,0,1
84898F,NULL,26,2,0,0,1
22616,Pack of 12 london tissues,26347,515,7984.14,195,7
22974,Childrens dolly girl mug,1618,211,2762.69,126,9
81952B,Round blue clock with sucker,200,9,38,9,1
23268,Incorrect stock entry.,1440,1,0,0,1
21910,NULL,1,1,0,0,1
90152C,Blue/nat shell necklace w pendant,1,1,5.95,1,1
85198,NULL,11,1,0,0,1
22270,Happy easter hanging decoration,250,56,968.09,35,6
22798,Antique glass dressing table pot,1843,284,5694.05,126,5
DCGS0073,Ebay,4,1,0,0,1
23413,Decrotivevintage coffee grinder box,12,6,71.08,4,2
23343,Jumbo bag vintage christmas,6349,483,14478.39,286,11
35966,Folkart christmas tree t-light hold,27,2,10.26,2,1
21725,Sweeties  stickers,301,50,277.24,26,3
22725,Alarm clock bakelike chocolate,2028,441,8333.6,174,12
35646,Vintage bead pink evening bag,619,94,937.25,32,3
47341A,Fuschia table run flower,27,5,38.75,5,3
21654,Ridged glass finger bowl,974,59,504.68,40,2
90031,Bili nut and wood necklace,50,7,59.89,5,4
21520,Booze & women greeting card,506,59,215.03,29,4
23436,Vintage christmas gift bag large,1846,107,2201.14,82,6
84675,Frog king watering can,9,2,26.55,2,1
22283,6 egg house painted wood,303,157,2758.23,82,4
21803,NULL,20,1,0,0,1
20835,French lattice cushion cover,67,8,65.8,7,1
85032D,Yuletide images gift wrap set,699,94,569.14,58,3
21136,Sold as set on dotcom,272,1,0,0,1
22962,Jam jar with pink lid,3981,363,3360.23,181,19
21794,Classic french style basket natural,525,108,2225.27,79,3
23079,Toadstool bedside light,265,113,2350.75,83,8
72801D,4 sky blue dinner candles,150,62,297.91,10,2
16020C,NULL,7,2,0,0,1
17012A,Origami vanilla incense/candle set,323,65,375.93,21,3
21089,Set/6 green spring paper cups,233,25,48.99,23,2
84856S,Small tahiti beach bag,5,2,22.41,1,1
90146,Fine silver necklace w pastel flowe,17,7,95.35,3,1
21407,NULL,19,1,0,0,1
21399,Blue polkadot coffee mug,2165,74,912.9,50,5
71496A,A4 wall tidy blue office,127,12,80.96,5,3
23196,Retro leaves magnetic notepad,105,19,154.09,17,2
90173,NULL,28,1,0,0,1
16248B,Blue hole punch,13,7,16.25,7,1
23575,Snack tray paisley park,179,32,367.35,22,3
84832,Zinc willie winkie  candle stick,2946,270,2722.9,137,9
72807A,Amazon,1,1,0,0,1
22442,Grow your own flowers set of 3,307,85,1328.75,69,4
85092,NULL,9,1,0,0,1
22453,NULL,12,1,0,0,1
23212,Painted heart wreath with bell,12,1,15,1,1
84997B,Childrens cutlery retrospot red,2913,318,12626.73,158,15
17012B,NULL,2,1,0,0,1
90112,NULL,2,1,0,0,1
22026,Banquet birthday  card,1656,161,717.12,71,7
22584,Pack of 6 panettone gift boxes,247,19,584.33,15,3
79051A,Smokey grey colour d.o.f. glass,587,26,204.79,23,3
23490,T-light holder hanging love bird,545,102,2044.02,83,3
21946,Party time design flannel,86,25,75.35,8,2
21429,NULL,87,4,0,0,1
21669,Blue stripe ceramic drawer knob,5332,435,7206.16,167,14
90000A,Raspberry ant copper flower necklac,13,8,77.91,6,1
21537,?,80,1,0,0,1
23086,Zinc star t-light holder,8,1,10,1,1
20657,Tropical luggage tag,73,33,105.91,20,1
22764,"Rustic wooden cabinet, glass doors",6,4,199.72,2,1
15044B,Blue paper parasol,322,61,949.78,37,3
23615,Set 10 cards printed graphic 17219,4,4,9.96,0,1
21823,Painted metal heart with holly bell,1372,97,854.35,61,2
23597,Paper bunting paisley park,255,32,696.77,28,5
21586,NULL,243,2,0,0,1
37449,Ceramic cake stand + hanging cakes,613,179,5563.99,109,12
84519A,Tomato charlie+lola coaster set,512,88,905.55,45,5
21402,Red  egg  spoon,1369,92,185.52,54,7
21349,Ivy heart wreath,22,12,182.6,7,2
21557,Set of 6 funky beakers,551,162,1843.61,26,4
21789,Kids rain mac pink,945,94,820.65,55,9
90186A,Amethyst hoop earring floral leaf,11,9,32.16,3,1
22425,Enamel colander cream,467,170,2375.82,110,5
22679,French blue metal door sign 4,771,160,1035.53,54,2
20901,Vintage keepsake box pink flower,21,16,97.83,2,1
20717,Strawberry shopper bag,2877,414,3589.48,150,11
90180A,Stock check,32,1,0,0,1
23072,Damages,50,1,0,0,1
22324,Blue polkadot kids bag,286,74,688.3,20,5
21690,Silver  candlepot jardin,22,7,82.5,6,1
90163B,White rosebud & pearl necklace,7,5,52.72,1,1
85168B,Black baroque carriage clock,51,35,432.79,5,2
20780,Black ear muff headphones,47,28,312.7,13,2
22570,Feltcraft cushion rabbit,3331,389,12037.32,202,10
84507B,Stripes design monkey doll,39,22,118.73,10,1
22591,Cardholder gingham christmas tree,472,92,1665.46,55,5
44235,Ass col circle mobile,474,6,173.16,6,1
35957,Smallfolkart bauble christmas dec,784,42,380.05,7,2
84803A,Pink allium  artificial flower,3,1,5.07,0,1
21051,Found,240,1,0,0,1
22479,Daisy garden marker,1139,98,1658.57,48,2
22949,Set of 36 dolly girl paper doilies,47,16,72.56,13,3
21661,NULL,3,3,0,0,1
23512,Embroidered ribbon reel rosie,500,57,975.24,46,12
22993,Set of 4 pantry jelly moulds,12717,1082,16563.48,431,19
16156L,Wrap carousel,375,14,157.5,13,6
22135,Mini ladle love heart pink,528,166,297.4,20,4
23313,Vintage christmas bunting,3003,403,15863.01,254,9
22944,Sold as set on dotcom,42,1,0,0,1
22197,Popcorn holder,37176,839,34618.08,296,12
82552,Washroom metal sign,3012,364,4674.83,184,8
21012,Antique all glass candlestick,1172,200,2620.35,66,3
90014A,Check,12,1,0,0,1
20821,Goldie looking mirror,29,8,143.55,5,1
23135,?,101,1,0,0,1
22171,NULL,17,2,0,0,1
84921,NULL,28,3,0,0,1
37477B,NULL,11,1,0,0,1
20860,NULL,7,1,0,0,1
84804B,Blue delphinium artificial flower,99,6,188.37,6,2
84858C,NULL,56,2,0,0,1
85099F,NULL,1193,2,0,0,1
90010A,NULL,25,1,0,0,1
82600,Historic computer difference?....se,458,1,0,0,1
20906,NULL,21,1,0,0,1
84968F,Set of 16 vintage sky blue cutlery,178,66,1931.17,25,6
20777,Chrysanthemum notebook,169,80,282.49,32,3
22767,Triple photo frame cornice,809,235,7521.8,154,7
17091A,Lavender incense in tin,171,25,98.91,19,1
85169D,Pink love bird candle,352,51,357.33,20,5
72369A,Pink clear glass candle plate,30,5,39.92,3,1
21098,Damages?,231,1,0,0,1
84683,Classical rose candlestand,194,12,162.2,6,2
21595,NULL,1,1,0,0,1
47590B,Pink happy birthday bunting,2361,406,12303.7,238,19
22759,Found,96,1,0,0,1
21420,Oyster trinket box,53,19,120.41,12,1
22857,Sold as set on dotcom,48,1,0,0,1
22686,French blue metal door sign no,1043,167,1338.38,40,3
21043,Apron modern vintage cotton,492,90,1139.86,52,2
90041,Pearl and cherry quartz braclet,5,4,18.27,1,1
47559b,Tea time oven glove,2210,317,2965.05,152,13
22804,Wrongly mrked had 85123a in box,256,1,0,0,1
85025C,Barcode problem,230,1,0,0,1
44092C,Purple/copper hanging lampshade,20,8,17,5,1
84531B,Returned,2,1,0,0,1
23272,Tree t-light holder willie winkie,364,44,562.22,34,4
79329,Pink flock glass candleholder,12,2,12.18,2,1
37487B,Damaged,6,1,0,0,1
22027,Tea party birthday card,4536,365,1935.63,180,17
90214J,"Letter ""j"" bling key ring",71,41,57.21,3,1
23370,Set 36 colour pencils doiley,64,3,80,3,1
90042B,NULL,1,1,0,0,1
85125,NULL,3,1,0,0,1
21747,Small skull windmill,497,55,660.61,31,4
82551,Laundry 15c metal sign,2922,354,4548.09,156,6
90129C,Green glass tassle bag charm,35,16,79.76,6,1
21616,4 pear botanical dinner candles,822,138,1288.34,84,6
90091,NULL,1,1,0,0,1
22449,Silk purse babushka pink,497,144,1604.05,65,13
22641,Set of 4 napkin charms instrument,139,37,303.73,23,1
20616,Cherry blossom passport cover,194,71,243.53,19,1
23395,Belle jardiniere cushion cover,755,215,3283.33,141,10
37343,Polkadot mug pink,72,13,123.3,8,2
21124,Set/10 blue polkadot party candles,4060,243,4924.3,181,13
21064,Boom box speaker boys,296,101,1281.2,40,5
22121,Noel wooden block letters,353,134,2165.65,94,4
72816,NULL,37,2,0,0,1
22043,Christmas card screen print,1238,64,304.5,40,4
21806,NULL,3,1,0,0,1
22666,Recipe box pantry yellow design,8441,1164,26641,473,18
21464,Disco ball rotator battery operated,258,109,1093.5,57,3
72127,NULL,53,1,0,0,1
84750B,NULL,4,1,0,0,1
47579,NULL,1,1,0,0,1
84459B,NULL,24,3,0,0,1
22815,Card psychedelic apples,2628,268,1118.84,79,9
48189,Adjustment,2,1,0,0,1
21791,Vintage heads and tails card game,7901,611,10549.4,342,18
23316,Red refectory clock,251,111,2511.59,75,10
22912,Yellow coat rack paris fashion,293,102,1372.09,74,9
23256,Kids cutlery spaceboy,36,8,149.4,8,2
15056N,Edwardian parasol natural,4134,547,24075.42,184,13
47567B,Tea time kitchen apron,610,138,3460.8,81,8
22327,Round snack boxes set of 4 skulls,1184,295,4348.5,106,11
16235,Recycled pencil with rabbit eraser,3069,169,695.61,68,4
85230B,Cinnamon scented votive candle,1288,39,333.2,30,5
22639,Set of 4 napkin charms hearts,805,148,1935.16,101,3
22158,3 hearts hanging decoration rustic,3438,311,11869.13,201,3
72821,NULL,2,1,0,0,1
22723,Set of 6 herb tins sketchbook,1166,297,4270.72,170,10
22273,Feltcraft doll molly,5956,336,15514.24,212,15
84989A,NULL,2,2,0,0,1
22667,Damaged,30,1,0,0,1
21411,Gingham heart  doorstop red,791,242,2987.33,147,6
72802a,Rose scent candle in jewelled box,334,69,1404.06,44,5
84227,Hen house w chick in nest,1,1,0.42,1,1
21167,White sage incense,1482,68,347.64,20,1
20695,Floral blue monster,5,4,21.25,4,1
90147,Chunky silver necklace pastel flowe,34,24,343.91,10,1
22451,NULL,52,6,0,0,1
90200A,Purple sweetheart bracelet,78,50,328.44,14,1
22028,Penny farthing birthday card,3054,263,1309.18,124,13
